filter_type,ef,query_id,selectivity,selectivity_bucket,top_layer,total_visited,bottom_visited,bottom_visited_frac,layer_0_visited,layer_1_visited,layer_2_visited,layer_3_visited,layer_4_visited,layer_5_visited,layer_6_visited,layer_7_visited,layer_8_visited,layer_0_candidates,layer_1_candidates,layer_2_candidates,layer_3_candidates,layer_4_candidates,layer_5_candidates,layer_6_candidates,layer_7_candidates,layer_8_candidates
containment,1000,15,0.0052288,[0.001,0.01),8,7942,3617,0.455427,3617,0,0,455,1477,1152,542,196,503,425,0,0,17,148,193,148,56,13
containment,1000,16,0.0153422,[0.01,0.1),8,5961,2982,0.500252,2982,0,0,17,294,541,524,1060,543,575,0,0,0,22,53,106,210,34
containment,1000,17,0.0012976,[0.001,0.01),8,4758,1249,0.262505,1249,0,0,223,738,1011,546,485,506,241,0,0,24,133,219,136,177,70
containment,1000,18,3.16e-05,[0,0.001),8,155,68,0.43871,68,0,0,15,7,2,0,0,63,68,0,0,15,7,2,0,0,63
containment,1000,19,0.000346,[0,0.001),8,1597,1010,0.632436,1010,0,0,2,159,154,43,63,166,645,0,0,2,84,100,24,43,102
containment,1000,20,0.0973284,[0.01,0.1),8,12207,3991,0.326944,3991,0,0,34,656,1737,1636,3122,1031,309,0,0,0,21,73,137,362,98
containment,1000,21,0.0973284,[0.01,0.1),8,4024,1584,0.393638,1584,0,0,37,315,507,361,655,565,353,0,0,0,38,129,124,309,47
containment,1000,22,0.000608,[0,0.001),8,2757,1357,0.492202,1357,0,0,154,448,228,41,28,501,476,0,0,58,168,112,22,13,151
containment,1000,23,8.6e-05,[0,0.001),8,401,305,0.760599,305,0,0,0,8,6,29,8,45,305,0,0,0,8,6,29,8,45
containment,1000,24,4.3e-05,[0,0.001),8,209,125,0.598086,125,0,0,15,10,8,18,8,25,125,0,0,15,10,8,18,8,25
containment,1000,25,0.0002672,[0,0.001),8,1284,364,0.283489,364,0,0,12,161,169,56,22,500,271,0,0,8,120,138,46,16,401
containment,1000,26,0.0973284,[0.01,0.1),8,13886,3256,0.234481,3256,0,0,76,874,2386,2535,3985,774,340,0,0,0,32,124,171,290,43
containment,1000,27,0.002201,[0.001,0.01),8,4730,2544,0.537844,2544,0,0,0,641,961,269,85,230,677,0,0,0,61,161,66,20,15
containment,1000,28,0.0007898,[0,0.001),8,3468,427,0.123126,427,0,0,560,886,625,266,203,501,97,0,0,100,243,190,120,110,140
containment,1000,29,0.0002346,[0,0.001),8,1124,960,0.854093,960,0,0,0,1,74,28,8,53,858,0,0,0,0,66,24,8,44
containment,1000,30,0.0013208,[0.001,0.01),8,4840,2522,0.521074,2522,0,0,757,638,265,75,82,501,460,0,0,160,156,84,24,38,78
containment,1000,31,0.0022212,[0.001,0.01),8,6582,2826,0.429353,2826,0,0,27,422,1036,610,1151,510,449,0,0,2,33,110,98,260,48
containment,1000,32,2.5e-05,[0,0.001),8,123,90,0.731707,90,0,0,0,3,4,1,2,23,90,0,0,0,3,4,1,2,23
containment,1000,33,0.0119252,[0.01,0.1),8,11675,3360,0.287794,3360,0,0,71,2284,2858,2027,566,509,253,0,0,1,89,279,268,106,4
containment,1000,34,0.0022904,[0.001,0.01),8,6719,2585,0.38473,2585,0,0,0,166,796,966,1700,506,420,0,0,0,16,97,114,292,61
containment,1000,35,0.0973284,[0.01,0.1),8,10508,3793,0.360963,3793,0,0,64,442,1277,1272,2742,918,343,0,0,2,17,59,115,364,100
containment,1000,36,0.0003724,[0,0.001),8,1699,1221,0.718658,1221,0,0,0,27,158,157,68,68,712,0,0,0,11,92,107,38,40
containment,1000,37,0.0322858,[0.01,0.1),8,12754,3279,0.257096,3279,0,0,238,1629,2588,1934,2504,582,228,0,0,4,90,162,166,325,25
containment,1000,38,0.0973284,[0.01,0.1),8,10220,3331,0.32593,3331,0,0,63,532,1226,1344,2837,887,314,0,0,2,20,69,113,378,104
containment,1000,39,0.0180068,[0.01,0.1),8,3384,1748,0.516548,1748,0,0,0,168,502,159,294,513,565,0,0,0,23,192,70,139,11
containment,1000,40,1.68e-05,[0,0.001),8,80,54,0.675,54,0,0,0,1,3,4,1,17,54,0,0,0,1,3,4,1,17
containment,1000,41,0.0001214,[0,0.001),8,560,489,0.873214,489,0,0,0,14,23,6,6,22,489,0,0,0,14,23,6,6,22
containment,1000,42,0.125511,[0.1,0.5),8,10562,2408,0.227987,2408,0,0,33,915,1690,2230,2477,809,93,0,0,0,16,93,252,454,92
containment,1000,43,0.0130126,[0.01,0.1),8,8803,2853,0.324094,2853,0,0,250,1490,1826,1226,642,516,240,0,0,7,123,203,269,144,14
containment,1000,44,0.0110346,[0.01,0.1),8,12229,3093,0.252923,3093,0,0,122,1176,2341,1862,3109,526,301,0,0,5,55,127,140,363,9
containment,1000,45,0.000886,[0,0.001),8,3632,1578,0.434471,1578,0,0,0,106,559,297,592,500,487,0,0,0,12,118,78,189,116
containment,1000,46,3.4e-06,[0,0.001),8,17,4,0.235294,4,0,0,0,0,1,0,0,12,4,0,0,0,0,1,0,0,12
containment,1000,47,0.0013648,[0.001,0.01),8,4769,2388,0.500734,2388,0,0,0,304,487,346,776,468,529,0,0,0,37,96,64,193,81
containment,1000,48,0.000294,[0,0.001),8,1414,690,0.487977,690,0,0,50,185,63,5,29,392,479,0,0,33,135,52,3,25,273
containment,1000,49,8.44e-05,[0,0.001),8,411,230,0.559611,230,0,0,49,16,15,5,6,90,230,0,0,49,16,15,5,6,90
containment,1000,50,0.029835,[0.01,0.1),8,3581,1811,0.505725,1811,0,0,0,71,217,414,534,534,488,0,0,0,14,47,194,231,26
containment,1000,51,0.0001656,[0,0.001),8,799,622,0.778473,622,0,0,0,0,4,16,76,81,622,0,0,0,0,4,16,76,81
containment,1000,52,0.20271,[0.1,0.5),8,11702,2979,0.254572,2979,0,0,49,682,1738,2171,3000,1083,118,0,0,0,9,71,170,461,171
containment,1000,53,0.0038588,[0.001,0.01),8,6341,2890,0.455764,2890,0,0,19,1114,1310,442,64,502,522,0,0,0,105,221,107,14,31
containment,1000,54,1.92e-05,[0,0.001),8,95,40,0.421053,40,0,0,0,3,12,1,1,38,40,0,0,0,3,12,1,1,38
containment,1000,55,5.14e-05,[0,0.001),8,235,177,0.753191,177,0,0,0,12,15,19,0,12,177,0,0,0,12,15,19,0,12
containment,1000,56,0.0002436,[0,0.001),8,1205,292,0.242324,292,0,0,63,143,76,59,72,500,237,0,0,48,118,67,50,57,423
containment,1000,57,0.0027066,[0.001,0.01),8,8133,3271,0.402189,3271,0,0,44,1074,1402,909,932,501,293,0,0,2,50,124,203,312,16
containment,1000,58,0.0004682,[0,0.001),8,2147,1366,0.636237,1366,0,0,5,47,256,152,76,245,661,0,0,1,18,114,70,25,111
containment,1000,59,0.0002032,[0,0.001),8,973,903,0.928058,903,0,0,0,8,23,2,0,37,903,0,0,0,8,23,2,0,37
containment,1000,60,0.000111,[0,0.001),8,536,292,0.544776,292,0,0,0,2,32,50,124,36,292,0,0,0,2,32,50,124,36
containment,1000,61,2.1e-05,[0,0.001),8,105,37,0.352381,37,0,0,14,1,0,0,0,53,37,0,0,14,1,0,0,0,53
containment,1000,62,0.20271,[0.1,0.5),8,11592,3165,0.273033,3165,0,0,27,901,2124,2113,2367,895,95,0,0,0,10,74,217,426,178
containment,1000,63,0.0468046,[0.01,0.1),8,9531,3880,0.407093,3880,0,0,0,216,856,1041,2896,642,453,0,0,0,12,53,86,343,53
containment,1000,64,0.0005652,[0,0.001),8,2516,1395,0.554452,1395,0,0,5,296,373,134,3,310,569,0,0,1,106,149,67,0,108
containment,1000,65,0.0008854,[0,0.001),8,3801,965,0.253881,965,0,0,82,799,845,426,184,500,199,0,0,13,167,278,164,77,102
containment,1000,66,0.10689,[0.1,0.5),8,15962,908,0.0568851,908,0,0,171,1160,3127,3971,5802,823,38,0,0,4,41,139,241,481,56
containment,1000,67,0.001168,[0.001,0.01),8,3913,2080,0.531561,2080,0,0,3,373,397,119,487,454,607,0,0,1,65,82,32,129,84
containment,1000,68,0.0005648,[0,0.001),8,2599,1189,0.457484,1189,0,0,70,445,282,111,2,500,443,0,0,20,173,124,67,0,173
containment,1000,69,0.0053822,[0.001,0.01),8,6440,2693,0.418168,2693,0,0,0,669,1024,249,1560,245,522,0,0,0,78,114,31,245,10
containment,1000,70,0.033688,[0.01,0.1),8,7946,4122,0.518752,4122,0,0,0,102,754,722,1682,564,628,0,0,0,2,60,46,244,20
containment,1000,71,0.0468046,[0.01,0.1),8,9848,3631,0.368704,3631,0,0,0,219,1076,1195,3094,633,409,0,0,0,9,69,103,372,38
containment,1000,72,0.001201,[0.001,0.01),8,4444,2244,0.50495,2244,0,0,6,700,715,255,24,500,501,0,0,0,130,170,90,9,100
containment,1000,73,0.000175,[0,0.001),8,844,625,0.740521,625,0,0,0,65,55,38,23,38,625,0,0,0,65,55,38,23,38
containment,1000,74,1.96e-05,[0,0.001),8,96,86,0.895833,86,0,0,0,3,0,0,0,7,86,0,0,0,3,0,0,0,7
containment,1000,75,0.0130126,[0.01,0.1),8,12873,3601,0.279733,3601,0,0,298,2419,2960,1966,1111,518,259,0,0,5,102,195,242,187,10
containment,1000,76,0.000294,[0,0.001),8,1407,684,0.486141,684,0,0,43,179,68,4,37,392,489,0,0,24,127,54,4,30,272
containment,1000,77,0.0736418,[0.01,0.1),8,8280,2561,0.3093,2561,0,0,94,653,1244,1057,1979,692,211,0,0,0,21,121,148,420,79
containment,1000,78,0.0007792,[0,0.001),8,3512,1398,0.398064,1398,0,0,23,396,527,264,404,500,367,0,0,6,103,149,106,140,129
containment,1000,79,0.000547,[0,0.001),8,2463,1194,0.484775,1194,0,0,0,213,482,359,52,163,493,0,0,0,84,192,150,25,56
containment,1000,80,0.0002526,[0,0.001),8,1235,474,0.383806,474,0,0,0,48,187,110,174,242,387,0,0,0,33,154,82,145,199
containment,1000,81,0.0001346,[0,0.001),8,668,185,0.276946,185,0,0,57,28,12,2,7,377,185,0,0,57,28,12,2,7,377
containment,1000,82,0.0048972,[0.001,0.01),8,6060,2837,0.468152,2837,0,0,20,860,847,129,856,511,561,0,0,2,98,116,20,173,30
containment,1000,83,0.0004454,[0,0.001),8,2015,1261,0.625806,1261,0,0,0,43,82,95,172,362,656,0,0,0,19,38,36,79,172
containment,1000,84,2.8e-05,[0,0.001),8,139,58,0.417266,58,0,0,11,20,4,0,1,45,58,0,0,11,20,4,0,1,45
containment,1000,85,0.0002278,[0,0.001),8,1098,764,0.695811,764,0,0,5,178,81,12,21,37,697,0,0,3,162,74,11,19,34
containment,1000,86,5.96e-05,[0,0.001),8,285,114,0.4,114,0,0,0,31,35,18,3,84,114,0,0,0,31,35,18,3,84
containment,1000,87,0.0973284,[0.01,0.1),8,13280,3663,0.275828,3663,0,0,92,778,2089,2056,3822,780,309,0,0,2,21,102,159,353,54
containment,1000,88,0.0736418,[0.01,0.1),8,14062,3243,0.230622,3243,0,0,82,1293,2840,2280,3566,758,208,0,0,4,52,147,164,376,49
containment,1000,89,5.4e-06,[0,0.001),8,27,11,0.407407,11,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,16
containment,1000,90,4.94e-05,[0,0.001),8,238,141,0.592437,141,0,0,44,19,3,0,1,30,141,0,0,44,19,3,0,1,30
containment,1000,91,3.04e-05,[0,0.001),8,150,44,0.293333,44,0,0,0,8,10,6,2,80,44,0,0,0,8,10,6,2,80
containment,1000,92,0.125511,[0.1,0.5),8,9175,2487,0.271063,2487,0,0,77,874,1426,1596,1973,742,92,0,0,0,9,98,233,478,90
containment,1000,93,0.0002214,[0,0.001),8,1075,673,0.626047,673,0,0,15,69,42,15,100,161,631,0,0,13,63,40,12,94,147
containment,1000,94,0.0034526,[0.001,0.01),8,6599,3331,0.504773,3331,0,0,72,1162,1003,418,105,508,510,0,0,2,148,183,85,37,35
containment,1000,95,7.8e-06,[0,0.001),8,39,14,0.358974,14,0,0,0,4,3,2,0,16,14,0,0,0,4,3,2,0,16
containment,1000,96,0.125511,[0.1,0.5),8,10581,2466,0.233059,2466,0,0,44,915,1633,2030,2650,843,68,0,0,0,15,102,239,473,103
containment,1000,97,0.0012036,[0.001,0.01),8,3862,2564,0.663905,2564,0,0,0,63,213,222,499,301,768,0,0,0,8,36,38,103,47
containment,1000,98,0.029835,[0.01,0.1),8,7746,4263,0.550349,4263,0,0,2,84,553,687,1548,609,708,0,0,0,2,38,57,162,33
containment,1000,99,0.0045748,[0.001,0.01),8,9791,2964,0.302727,2964,0,0,81,1759,2353,1263,869,502,248,0,0,1,134,198,205,210,4
containment,1000,100,0.000613,[0,0.001),8,2860,612,0.213986,612,0,0,15,351,633,382,367,500,191,0,0,0,111,209,164,164,161
containment,1000,101,0.0973284,[0.01,0.1),8,10555,3651,0.345902,3651,0,0,81,734,1642,1444,2307,696,260,0,0,0,25,92,192,369,62
containment,1000,102,3.4e-06,[0,0.001),8,17,13,0.764706,13,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,4
containment,1000,103,0.0030814,[0.001,0.01),8,7083,2994,0.422702,2994,0,0,9,928,1418,763,469,502,431,0,0,0,93,229,140,92,15
containment,1000,104,0.051528,[0.01,0.1),8,8298,2194,0.264401,2194,0,0,180,1193,1544,1113,1477,597,68,0,0,0,29,132,238,467,66
containment,1000,105,5.22e-05,[0,0.001),8,248,182,0.733871,182,0,0,0,9,11,15,1,30,182,0,0,0,9,11,15,1,30
containment,1000,106,6.88e-05,[0,0.001),8,339,186,0.548673,186,0,0,0,47,44,6,2,54,186,0,0,0,47,44,6,2,54
containment,1000,107,0.033688,[0.01,0.1),8,8691,4576,0.526522,4576,0,0,0,83,781,753,1909,589,640,0,0,0,2,39,61,237,21
containment,1000,108,0.0002744,[0,0.001),8,1342,547,0.407601,547,0,0,0,75,217,113,167,223,421,0,0,0,58,153,87,112,169
containment,1000,109,0.0468046,[0.01,0.1),8,11110,3991,0.359226,3991,0,0,0,296,1252,1367,3546,658,400,0,0,0,8,63,112,379,38
containment,1000,110,0.0292168,[0.01,0.1),8,10633,4709,0.442867,4709,0,0,158,1348,2098,957,805,558,500,0,0,4,83,169,118,109,17
containment,1000,111,0.0153422,[0.01,0.1),8,9238,3624,0.392293,3624,0,0,15,432,1125,1400,2103,539,571,0,0,0,18,63,99,232,17
containment,1000,112,0.001173,[0.001,0.01),8,4264,2325,0.545263,2325,0,0,0,153,554,263,621,348,593,0,0,0,24,90,49,184,60
containment,1000,113,0.0038956,[0.001,0.01),8,9034,2765,0.306066,2765,0,0,7,1079,2033,1354,1294,502,290,0,0,0,66,155,190,282,17
containment,1000,114,0.001027,[0.001,0.01),8,4285,1909,0.445508,1909,0,0,9,548,825,470,22,502,418,0,0,0,106,188,155,14,119
containment,1000,115,0.00158,[0.001,0.01),8,5206,2263,0.434691,2263,0,0,2,652,864,555,368,502,504,0,0,0,78,128,115,114,61
containment,1000,116,0.0094528,[0.001,0.01),8,9182,4228,0.460466,4228,0,0,512,1725,1270,507,433,507,431,0,0,30,152,166,110,104,7
containment,1000,117,4.34e-05,[0,0.001),8,210,120,0.571429,120,0,0,4,3,2,2,12,67,120,0,0,4,3,2,2,12,67
containment,1000,118,0.0038626,[0.001,0.01),8,8972,2894,0.322559,2894,0,0,9,629,1594,1438,1906,502,316,0,0,0,34,115,191,329,15
containment,1000,119,0.0220968,[0.01,0.1),8,7031,3432,0.488124,3432,0,0,0,167,1401,690,815,526,766,0,0,0,2,93,51,79,9
containment,1000,120,4.88e-05,[0,0.001),8,232,96,0.413793,96,0,0,0,22,24,3,2,85,96,0,0,0,22,24,3,2,85
containment,1000,121,0.0427308,[0.01,0.1),8,12716,3808,0.299465,3808,0,0,145,1644,2588,1735,2233,563,274,0,0,3,67,170,184,284,18
containment,1000,122,0.0013494,[0.001,0.01),8,5394,2311,0.428439,2311,0,0,483,896,525,111,567,501,405,0,0,52,140,129,28,180,66
containment,1000,123,0.0008864,[0,0.001),8,3561,1953,0.548441,1953,0,0,0,118,503,253,478,256,597,0,0,0,19,104,61,141,78
containment,1000,124,0.001414,[0.001,0.01),8,4446,2596,0.583896,2596,0,0,9,559,424,93,512,253,648,0,0,0,95,83,26,109,39
containment,1000,125,0.051528,[0.01,0.1),8,10618,2578,0.242795,2578,0,0,139,1285,2062,1582,2351,621,62,0,0,0,27,132,214,492,73
containment,1000,126,0.0468046,[0.01,0.1),8,9634,3999,0.415092,3999,0,0,2,198,869,967,2961,638,422,0,0,0,4,48,81,401,44
containment,1000,127,0.0006322,[0,0.001),8,2876,1231,0.428025,1231,0,0,0,196,369,284,295,501,413,0,0,0,59,142,112,98,176
containment,1000,128,0.0051934,[0.001,0.01),8,6422,3533,0.55014,3533,0,0,455,969,607,191,161,506,553,0,0,36,133,145,61,56,16
containment,1000,129,0.002783,[0.001,0.01),8,6817,3230,0.473815,3230,0,0,26,605,944,549,961,502,588,0,0,4,67,106,70,137,28
containment,1000,130,0.0004204,[0,0.001),8,1989,947,0.476119,947,0,0,10,273,215,154,66,324,456,0,0,5,140,117,88,36,158
containment,1000,131,0.0002944,[0,0.001),8,1380,785,0.568841,785,0,0,0,43,154,94,177,127,573,0,0,0,33,112,68,125,89
containment,1000,132,0.138681,[0.1,0.5),8,11805,3052,0.258535,3052,0,0,54,1180,2208,2315,2218,778,69,0,0,0,12,102,235,453,129
containment,1000,133,0.002008,[0.001,0.01),8,4892,3106,0.634914,3106,0,0,0,79,364,354,482,507,734,0,0,0,6,34,48,99,79
containment,1000,134,0.0001858,[0,0.001),8,886,742,0.837472,742,0,0,0,35,31,5,0,73,742,0,0,0,35,31,5,0,73
containment,1000,135,0.0973284,[0.01,0.1),8,6753,2590,0.383533,2590,0,0,71,469,865,823,1339,596,275,0,0,1,30,122,164,360,48
containment,1000,136,0.0020806,[0.001,0.01),8,5661,2436,0.430313,2436,0,0,0,430,1118,569,884,224,488,0,0,0,38,142,108,211,13
containment,1000,137,0.0007498,[0,0.001),8,3048,1819,0.596785,1819,0,0,0,242,545,168,63,211,622,0,0,0,55,189,62,23,49
containment,1000,138,0.0074464,[0.001,0.01),8,12035,3036,0.252264,3036,0,0,543,1967,2447,1495,2021,526,178,0,0,18,115,176,173,322,18
containment,1000,139,0.0016142,[0.001,0.01),8,6210,1549,0.249436,1549,0,0,62,1050,1315,890,841,503,152,0,0,7,107,195,218,274,47
containment,1000,140,0.029835,[0.01,0.1),8,6558,3765,0.574108,3765,0,0,7,94,426,485,1218,563,694,0,0,0,5,21,49,203,28
containment,1000,141,0.20271,[0.1,0.5),8,11324,3180,0.280819,3180,0,0,32,748,1673,1906,2758,1027,124,0,0,1,10,87,152,449,177
containment,1000,142,0.0001452,[0,0.001),8,704,368,0.522727,368,0,0,2,78,110,30,4,112,368,0,0,2,78,110,30,4,112
containment,1000,143,1.1e-05,[0,0.001),8,55,39,0.709091,39,0,0,0,1,0,0,0,15,39,0,0,0,1,0,0,0,15
containment,1000,144,0.0014658,[0.001,0.01),8,4680,2470,0.527778,2470,0,0,0,581,826,160,337,306,609,0,0,0,76,141,37,101,36
containment,1000,145,0.0007246,[0,0.001),8,3130,1544,0.493291,1544,0,0,3,415,318,201,148,501,525,0,0,0,105,101,70,58,141
containment,1000,146,0.0130872,[0.01,0.1),8,7068,3649,0.516271,3649,0,0,24,794,1294,603,182,522,577,0,0,1,82,166,119,45,10
containment,1000,147,0.0034526,[0.001,0.01),8,6447,3184,0.493873,3184,0,0,74,1144,1068,391,83,503,515,0,0,2,133,212,84,25,29
containment,1000,148,0.051528,[0.01,0.1),8,13998,1803,0.128804,1803,0,0,54,1110,2747,3162,4433,689,107,0,0,2,45,133,199,462,52
containment,1000,149,0.0001586,[0,0.001),8,738,486,0.658537,486,0,0,0,12,54,28,89,69,486,0,0,0,12,54,28,89,69
containment,1000,150,0.0008122,[0,0.001),8,3457,1667,0.48221,1667,0,0,8,488,518,207,127,442,455,0,0,0,140,174,72,45,114
containment,1000,151,5.5e-05,[0,0.001),8,267,150,0.561798,150,0,0,0,1,12,14,16,74,150,0,0,0,1,12,14,16,74
containment,1000,152,0.001173,[0.001,0.01),8,4168,2278,0.546545,2278,0,0,0,157,580,253,551,349,604,0,0,0,26,113,67,135,55
containment,1000,153,8e-06,[0,0.001),8,40,22,0.55,22,0,0,0,5,1,1,0,11,22,0,0,0,5,1,1,0,11
containment,1000,154,0.051528,[0.01,0.1),8,15232,1356,0.0890231,1356,0,0,18,1177,3215,3959,4859,648,75,0,0,1,34,135,241,484,30
containment,1000,155,0.0002218,[0,0.001),8,1061,496,0.467484,496,0,0,100,87,77,20,9,272,472,0,0,95,82,69,18,9,255
containment,1000,156,0.0468046,[0.01,0.1),8,11895,3964,0.333249,3964,0,0,0,261,1296,1659,4022,693,377,0,0,0,4,59,119,395,46
containment,1000,157,0.0973284,[0.01,0.1),8,9703,3498,0.360507,3498,0,0,36,508,1189,1237,2527,708,352,0,0,0,25,72,133,358,60
containment,1000,158,2.1e-05,[0,0.001),8,105,26,0.247619,26,0,0,0,5,12,1,0,61,26,0,0,0,5,12,1,0,61
containment,1000,159,0.0468046,[0.01,0.1),8,8073,3295,0.408151,3295,0,0,0,196,831,934,2146,671,366,0,0,0,7,65,143,356,63
containment,1000,160,0.033688,[0.01,0.1),8,7349,3800,0.517077,3800,0,0,0,123,763,602,1498,563,634,0,0,0,5,68,54,216,23
containment,1000,161,4.36e-05,[0,0.001),8,189,171,0.904762,171,0,0,0,8,1,0,0,9,171,0,0,0,8,1,0,0,9
containment,1000,162,8.14e-05,[0,0.001),8,385,222,0.576623,222,0,0,2,10,14,6,17,114,222,0,0,2,10,14,6,17,114
containment,1000,163,2.42e-05,[0,0.001),8,108,65,0.601852,65,0,0,10,6,0,0,0,27,65,0,0,10,6,0,0,0,27
containment,1000,164,0.0028222,[0.001,0.01),8,4715,2762,0.58579,2762,0,0,0,194,640,639,152,328,746,0,0,0,21,68,102,29,34
containment,1000,165,0.0220968,[0.01,0.1),8,6971,3768,0.540525,3768,0,0,0,161,1116,591,807,528,678,0,0,0,8,107,66,128,13
containment,1000,166,0.0048712,[0.001,0.01),8,7739,4027,0.520351,4027,0,0,723,1420,697,204,168,500,520,0,0,48,186,119,56,54,17
containment,1000,167,0.000817,[0,0.001),8,3441,1595,0.463528,1595,0,0,0,498,446,222,178,502,464,0,0,0,133,129,75,70,129
containment,1000,168,7.04e-05,[0,0.001),8,346,237,0.684971,237,0,0,0,0,6,19,43,41,237,0,0,0,0,6,19,43,41
containment,1000,169,6.38e-05,[0,0.001),8,307,142,0.462541,142,0,0,0,10,18,12,14,111,142,0,0,0,10,18,12,14,111
containment,1000,170,0.033688,[0.01,0.1),8,9722,4594,0.472537,4594,0,0,0,137,1123,1100,2198,570,646,0,0,0,3,60,80,197,14
containment,1000,171,0.000118,[0,0.001),8,553,355,0.641953,355,0,0,8,65,33,12,24,56,355,0,0,8,65,33,12,24,56
containment,1000,172,0.0008284,[0,0.001),8,3577,1524,0.426055,1524,0,0,350,463,298,62,434,446,416,0,0,75,126,103,22,156,102
containment,1000,173,3.2e-06,[0,0.001),8,16,10,0.625,10,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,6
containment,1000,174,0.0973284,[0.01,0.1),8,9098,3256,0.357881,3256,0,0,79,511,1102,1090,2324,736,281,0,0,0,15,79,143,399,83
containment,1000,175,7e-06,[0,0.001),8,35,29,0.828571,29,0,0,0,1,1,0,0,4,29,0,0,0,1,1,0,0,4
containment,1000,176,2.84e-05,[0,0.001),8,115,56,0.486957,56,0,0,0,2,7,6,14,30,56,0,0,0,2,7,6,14,30
containment,1000,177,0.0004896,[0,0.001),8,2144,1401,0.653451,1401,0,0,0,83,260,80,58,262,677,0,0,0,33,113,45,28,104
containment,1000,178,0.0004248,[0,0.001),8,1945,867,0.445758,867,0,0,3,42,112,177,320,424,456,0,0,2,16,61,104,149,212
containment,1000,179,0.0002026,[0,0.001),8,977,505,0.516888,505,0,0,40,119,63,20,3,227,505,0,0,40,119,63,20,3,227
containment,1000,180,0.0004418,[0,0.001),8,1979,1108,0.559879,1108,0,0,0,62,148,85,218,358,589,0,0,0,27,63,45,102,174
containment,1000,181,0.001057,[0.001,0.01),8,3870,1984,0.512661,1984,0,0,0,142,510,297,763,174,562,0,0,0,22,107,60,197,52
containment,1000,182,5.48e-05,[0,0.001),8,258,141,0.546512,141,0,0,0,18,29,12,19,39,141,0,0,0,18,29,12,19,39
containment,1000,183,0.0004706,[0,0.001),8,2141,1250,0.583839,1250,0,0,10,312,198,48,152,171,573,0,0,3,138,104,25,88,69
containment,1000,184,7.82e-05,[0,0.001),8,379,231,0.609499,231,0,0,13,53,24,28,0,30,231,0,0,13,53,24,28,0,30
containment,1000,185,0.0031932,[0.001,0.01),8,6081,2971,0.488571,2971,0,0,34,988,1121,402,60,505,520,0,0,0,121,217,100,8,34
containment,1000,186,0.125511,[0.1,0.5),8,13502,2732,0.20234,2732,0,0,32,1183,2621,3107,2860,967,79,0,0,0,15,106,244,420,136
containment,1000,187,0.0001454,[0,0.001),8,662,539,0.814199,539,0,0,0,36,32,10,7,38,539,0,0,0,36,32,10,7,38
containment,1000,188,2.82e-05,[0,0.001),8,139,84,0.604317,84,0,0,14,5,4,0,1,31,84,0,0,14,5,4,0,1,31
