filter_type,ef,query_id,selectivity,selectivity_bucket,top_layer,total_visited,bottom_visited,bottom_visited_frac,layer_0_visited,layer_1_visited,layer_2_visited,layer_3_visited,layer_4_visited,layer_5_visited,layer_6_visited,layer_7_visited,layer_8_visited,layer_0_candidates,layer_1_candidates,layer_2_candidates,layer_3_candidates,layer_4_candidates,layer_5_candidates,layer_6_candidates,layer_7_candidates,layer_8_candidates
equality,1000,22,5.6e-06,[0,0.001),0,28,28,1,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
equality,1000,23,0.0005748,[0,0.001),0,2168,2168,1,2168,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,24,2e-05,[0,0.001),0,80,80,1,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
equality,1000,25,0.008618,[0.001,0.01),0,3718,3718,1,3718,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,26,5.8e-06,[0,0.001),0,29,29,1,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
equality,1000,27,0.0002032,[0,0.001),0,989,989,1,989,0,0,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0
equality,1000,28,0.0291832,[0.01,0.1),0,4576,4576,1,4576,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,29,0.0120182,[0.01,0.1),0,4117,4117,1,4117,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,30,0.0012994,[0.001,0.01),0,2758,2758,1,2758,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,31,0.0033584,[0.001,0.01),0,2829,2829,1,2829,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,32,5e-06,[0,0.001),0,25,25,1,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
equality,1000,33,0.0120182,[0.01,0.1),0,3928,3928,1,3928,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,34,0.0005498,[0,0.001),0,2170,2170,1,2170,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,35,1.6e-05,[0,0.001),0,57,57,1,57,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
equality,1000,36,0.0002334,[0,0.001),0,1111,1111,1,1111,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,37,2.46e-05,[0,0.001),0,113,113,1,113,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
equality,1000,38,2.2e-06,[0,0.001),0,11,11,1,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
equality,1000,39,0.008618,[0.001,0.01),0,3161,3161,1,3161,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,40,5e-06,[0,0.001),0,25,25,1,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
equality,1000,41,0.008618,[0.001,0.01),0,3999,3999,1,3999,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,42,2.22e-05,[0,0.001),0,93,93,1,93,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
equality,1000,43,2.4e-06,[0,0.001),0,12,12,1,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
equality,1000,44,4e-06,[0,0.001),0,20,20,1,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
equality,1000,45,1.02e-05,[0,0.001),0,48,48,1,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
equality,1000,46,0.0007512,[0,0.001),0,2521,2521,1,2521,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,47,4.38e-05,[0,0.001),0,211,211,1,211,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0
equality,1000,48,0.00068,[0,0.001),0,2282,2282,1,2282,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,49,0.0004074,[0,0.001),0,1797,1797,1,1797,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,50,1.38e-05,[0,0.001),0,68,68,1,68,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
equality,1000,51,2.76e-05,[0,0.001),0,112,112,1,112,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
equality,1000,52,0.0079886,[0.001,0.01),0,3311,3311,1,3311,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,53,0.0004974,[0,0.001),0,2009,2009,1,2009,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,54,0.0015842,[0.001,0.01),0,3009,3009,1,3009,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,55,0.0006868,[0,0.001),0,2382,2382,1,2382,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,56,2.4e-06,[0,0.001),0,12,12,1,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
equality,1000,57,0.000323,[0,0.001),0,1509,1509,1,1509,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,58,0.0010488,[0.001,0.01),0,2928,2928,1,2928,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,59,0.0004902,[0,0.001),0,1993,1993,1,1993,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,60,0.0022716,[0.001,0.01),0,3111,3111,1,3111,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,61,0.0024564,[0.001,0.01),0,3051,3051,1,3051,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,62,0.0192808,[0.01,0.1),0,2564,2564,1,2564,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,63,0.0018998,[0.001,0.01),0,3068,3068,1,3068,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,64,2.2e-06,[0,0.001),0,11,11,1,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
equality,1000,65,0.0112434,[0.01,0.1),0,3873,3873,1,3873,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,66,0.0001672,[0,0.001),0,799,799,1,799,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,0,0
equality,1000,67,0.0003874,[0,0.001),0,1702,1702,1,1702,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,68,0.0003874,[0,0.001),0,1721,1721,1,1721,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,69,0.0010102,[0.001,0.01),0,2773,2773,1,2773,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,70,5.6e-06,[0,0.001),0,28,28,1,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
equality,1000,71,0.0002888,[0,0.001),0,1319,1319,1,1319,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,72,0.0022818,[0.001,0.01),0,3131,3131,1,3131,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,73,0.0007546,[0,0.001),0,2460,2460,1,2460,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,74,5.02e-05,[0,0.001),0,227,227,1,227,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0
equality,1000,75,0.002265,[0.001,0.01),0,3201,3201,1,3201,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,76,0.000141,[0,0.001),0,652,652,1,652,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0
equality,1000,77,0.0120182,[0.01,0.1),0,4533,4533,1,4533,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,78,0.0017462,[0.001,0.01),0,2988,2988,1,2988,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,79,0.0046182,[0.001,0.01),0,2745,2745,1,2745,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,80,0.0002968,[0,0.001),0,1401,1401,1,1401,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,81,0.000218,[0,0.001),0,1012,1012,1,1012,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,82,4.7e-05,[0,0.001),0,218,218,1,218,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0
equality,1000,83,4e-06,[0,0.001),0,20,20,1,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
equality,1000,84,0.0001404,[0,0.001),0,651,651,1,651,0,0,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0
equality,1000,85,2.7e-05,[0,0.001),0,117,117,1,117,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
equality,1000,86,5.64e-05,[0,0.001),0,265,265,1,265,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0
equality,1000,87,0.0010934,[0.001,0.01),0,3001,3001,1,3001,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,88,0.0075794,[0.001,0.01),0,3488,3488,1,3488,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,89,3.4e-06,[0,0.001),0,17,17,1,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
equality,1000,90,8.4e-06,[0,0.001),0,42,42,1,42,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
equality,1000,91,2.6e-06,[0,0.001),0,13,13,1,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
equality,1000,92,2.54e-05,[0,0.001),0,121,121,1,121,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0
equality,1000,93,0.0016304,[0.001,0.01),0,3317,3317,1,3317,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,94,0.0120182,[0.01,0.1),0,4246,4246,1,4246,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,95,3.62e-05,[0,0.001),0,143,143,1,143,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0
equality,1000,96,3.78e-05,[0,0.001),0,157,157,1,157,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
equality,1000,97,1.22e-05,[0,0.001),0,60,60,1,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
equality,1000,98,0.0182258,[0.01,0.1),0,4492,4492,1,4492,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,99,1.2e-05,[0,0.001),0,58,58,1,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0
equality,1000,100,0.008618,[0.001,0.01),0,3194,3194,1,3194,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,101,0.0001848,[0,0.001),0,873,873,1,873,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0
equality,1000,102,0.0192808,[0.01,0.1),0,4619,4619,1,4619,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,103,7.14e-05,[0,0.001),0,328,328,1,328,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0
equality,1000,104,5.6e-06,[0,0.001),0,28,28,1,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
equality,1000,105,0.000709,[0,0.001),0,2482,2482,1,2482,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,106,0.000377,[0,0.001),0,1651,1651,1,1651,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,107,0.000583,[0,0.001),0,2233,2233,1,2233,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,108,0.0291832,[0.01,0.1),0,4717,4717,1,4717,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,109,0.02188,[0.01,0.1),0,4801,4801,1,4801,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,110,0.0182258,[0.01,0.1),0,4496,4496,1,4496,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,111,0.0001448,[0,0.001),0,665,665,1,665,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0
equality,1000,112,2.32e-05,[0,0.001),0,94,94,1,94,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0
equality,1000,113,0.008618,[0.001,0.01),0,3521,3521,1,3521,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,114,7.4e-06,[0,0.001),0,25,25,1,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
equality,1000,115,0.0006686,[0,0.001),0,2399,2399,1,2399,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,116,0.0001376,[0,0.001),0,654,654,1,654,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0
equality,1000,117,0.0015062,[0.001,0.01),0,3118,3118,1,3118,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,118,0.0002776,[0,0.001),0,1294,1294,1,1294,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,119,4.22e-05,[0,0.001),0,175,175,1,175,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0
equality,1000,120,0.0001866,[0,0.001),0,905,905,1,905,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0
equality,1000,121,0.0005548,[0,0.001),0,2121,2121,1,2121,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,122,3.72e-05,[0,0.001),0,141,141,1,141,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
equality,1000,123,0.0291832,[0.01,0.1),0,4185,4185,1,4185,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,124,0.0001138,[0,0.001),0,535,535,1,535,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0
equality,1000,125,6e-06,[0,0.001),0,30,30,1,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
equality,1000,126,5.2e-05,[0,0.001),0,214,214,1,214,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0
equality,1000,127,0.0003972,[0,0.001),0,1767,1767,1,1767,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,128,2.8e-06,[0,0.001),0,14,14,1,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
equality,1000,129,0.000813,[0,0.001),0,2657,2657,1,2657,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,130,0.0057392,[0.001,0.01),0,2922,2922,1,2922,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,131,0.0120182,[0.01,0.1),0,1711,1711,1,1711,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,132,0.0012428,[0.001,0.01),0,2768,2768,1,2768,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,133,0.0015492,[0.001,0.01),0,3040,3040,1,3040,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,134,0.0112434,[0.01,0.1),0,3787,3787,1,3787,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,135,0.0001246,[0,0.001),0,589,589,1,589,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0
equality,1000,136,0.0112434,[0.01,0.1),0,3723,3723,1,3723,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,137,5.54e-05,[0,0.001),0,258,258,1,258,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0
equality,1000,138,0.0027552,[0.001,0.01),0,2701,2701,1,2701,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,139,0.0001652,[0,0.001),0,797,797,1,797,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0
equality,1000,140,0.001295,[0.001,0.01),0,3008,3008,1,3008,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,141,0.0192808,[0.01,0.1),0,4927,4927,1,4927,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,142,0.0095216,[0.001,0.01),0,4181,4181,1,4181,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,143,0.02188,[0.01,0.1),0,4746,4746,1,4746,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,144,0.0033584,[0.001,0.01),0,2804,2804,1,2804,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,145,1.94e-05,[0,0.001),0,88,88,1,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
equality,1000,146,0.0182258,[0.01,0.1),0,4038,4038,1,4038,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,147,4e-06,[0,0.001),0,20,20,1,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
equality,1000,148,0.002265,[0.001,0.01),0,3198,3198,1,3198,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,149,1.28e-05,[0,0.001),0,55,55,1,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
equality,1000,150,0.0025752,[0.001,0.01),0,3068,3068,1,3068,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,151,7.4e-06,[0,0.001),0,36,36,1,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
equality,1000,152,2.4e-06,[0,0.001),0,12,12,1,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
equality,1000,153,9.8e-06,[0,0.001),0,44,44,1,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
equality,1000,154,0.0182258,[0.01,0.1),0,4295,4295,1,4295,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,155,0.0037094,[0.001,0.01),0,2554,2554,1,2554,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,156,0.0291832,[0.01,0.1),0,5425,5425,1,5425,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,157,0.0002084,[0,0.001),0,1005,1005,1,1005,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,158,0.001496,[0.001,0.01),0,3047,3047,1,3047,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,159,0.0002104,[0,0.001),0,1009,1009,1,1009,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,160,0.002265,[0.001,0.01),0,3313,3313,1,3313,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,161,6.92e-05,[0,0.001),0,334,334,1,334,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0
equality,1000,162,0.00016,[0,0.001),0,720,720,1,720,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0
equality,1000,163,0.0001094,[0,0.001),0,511,511,1,511,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0
equality,1000,164,0.0015422,[0.001,0.01),0,3326,3326,1,3326,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,165,0.0002568,[0,0.001),0,1204,1204,1,1204,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,166,1.24e-05,[0,0.001),0,34,34,1,34,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
equality,1000,167,9.96e-05,[0,0.001),0,453,453,1,453,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0
equality,1000,168,0.0008276,[0,0.001),0,2576,2576,1,2576,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,169,0.0072796,[0.001,0.01),0,3461,3461,1,3461,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,170,0.0003572,[0,0.001),0,1577,1577,1,1577,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,171,0.0072796,[0.001,0.01),0,3179,3179,1,3179,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,172,0.0057392,[0.001,0.01),0,3168,3168,1,3168,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,173,6.4e-06,[0,0.001),0,24,24,1,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
equality,1000,174,0.0012428,[0.001,0.01),0,2871,2871,1,2871,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,175,3.18e-05,[0,0.001),0,155,155,1,155,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0
equality,1000,176,0.0182258,[0.01,0.1),0,5137,5137,1,5137,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,177,1.58e-05,[0,0.001),0,61,61,1,61,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
equality,1000,178,3.78e-05,[0,0.001),0,173,173,1,173,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0
equality,1000,179,0.0182258,[0.01,0.1),0,1167,1167,1,1167,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,180,5.42e-05,[0,0.001),0,256,256,1,256,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0
equality,1000,181,0.02188,[0.01,0.1),0,4846,4846,1,4846,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,182,0.0182258,[0.01,0.1),0,1167,1167,1,1167,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,183,0.0046182,[0.001,0.01),0,2860,2860,1,2860,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,184,0.0017462,[0.001,0.01),0,2889,2889,1,2889,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,185,0.0037094,[0.001,0.01),0,2774,2774,1,2774,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,186,0.0001562,[0,0.001),0,703,703,1,703,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0
equality,1000,187,0.0075794,[0.001,0.01),0,3418,3418,1,3418,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,188,0.0057392,[0.001,0.01),0,3138,3138,1,3138,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,189,1.78e-05,[0,0.001),0,81,81,1,81,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
equality,1000,190,7.68e-05,[0,0.001),0,363,363,1,363,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0
equality,1000,191,7.44e-05,[0,0.001),0,359,359,1,359,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0
equality,1000,192,0.0112434,[0.01,0.1),0,3413,3413,1,3413,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,193,0.0015062,[0.001,0.01),0,3226,3226,1,3226,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,194,8.8e-06,[0,0.001),0,44,44,1,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
equality,1000,195,0.0002436,[0,0.001),0,1180,1180,1,1180,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,196,0.000544,[0,0.001),0,2140,2140,1,2140,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
equality,1000,197,9.72e-05,[0,0.001),0,471,471,1,471,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0
equality,1000,198,0.0112434,[0.01,0.1),0,3459,3459,1,3459,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
